# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0  in experiment E-PROT-11
# Selected columns: 27 (all)
# Timestamp: Fri, 17-May-2019 13:39:19
Gene ID	Gene Name	adrenal gland	brown adipose tissue	cerebellum	cerebral cortex	colon	cortex of kidney	diaphragm	duodenum	embryonic tissue	eye	heart	ileum	liver	lung	medulla oblongata	midbrain	olfactory bulb	ovary	pancreas	renal medulla	saliva-secreting gland	skeletal muscle	spleen	stomach	thymus	uterus	white adipose tissue
ENSMUSG00000021710	Nln	12.5905726479	36.160389771	36.0164629432	7.3588026234	46.6782081612	36.1142163931	5.464301062	22.980404713	13.8015731497	5.2740860521	2.1262448431	48.3994925884	27.1962416887	20.0580396357	28.1812306795	9.8447260625	13.4713888529	23.517423836	4.276400698	6.2455516674	20.6176427682		13.457513048	2.1295803442	8.87061432	5.2379857514	37.0103156056
ENSMUSG00000021713	Ppwd1	0.8223375761	0.9377844841	4.2717922422		9.3253000861	3.3845216714		6.4871051804	37.9637616273	1.4999787605		3.6527817923	2.8901105246	7.2674829779	1.6377636085		2.7427259909	22.0567959076	0.1939186933	4.1747721381	6.2870561175	1.9624636205	13.5648078934	0.2456061903	16.0453845707	3.3149613069	4.9981951676
ENSMUSG00000021715	Cwc27	15.234698469	31.6658780481	8.4445221315		3.0127950793	1.0459365553		3.2253238479		1.8660722542		4.7138712709		8.0670779977						2.9634276883			3.5809540488	2.0702245314	6.6722651867		
ENSMUSG00000021728	Emb			1.4414659225			1.2970975798		116.3869180733	0.7539268883						0.5570749856			13.5079922165			32.7833657945	10.0725729732		8.7986263755	2.5299140582	3.2099732615	
ENSMUSG00000021731	Mrps30	0.2096160053	14.413576176	0.4840080975		1.6270278923	10.0026459487	0.403852075					15.5215119614	4.4202035595		0.2162684794					2.9302146088							
ENSMUSG00000021737	Psmd6	77.2944261217	78.0204728359	135.5415207865	24.4484998051	241.5255496851	183.1257920816	56.9994755759	340.9827531214	353.5976279064	151.0660196241	7.7532301121	223.9369919232	154.4236653407	183.3615414093	144.3533260383	38.0738741175	188.2455267095	307.7597490021	60.6227878277	36.8590546241	138.2199289242	26.0727856572	253.7545920895	17.7246194083	282.1219633093	148.4718016686	197.6286913442
ENSMUSG00000021748	Pdhb	2399.3816680625	7249.9538531034	2672.3544736832	1987.462365672	1024.8850605794	1974.7387828502	2799.9881585082	764.4879644826	374.0427170977	611.2197277165	3766.5530261519	426.5504753038	429.0622191713	454.3288233076	1998.5280555683	1226.2071811424	2920.1485430487	610.1594816347	460.160128515	2182.3605491739	1311.0317913623	224.9115610018	395.7170868147	1112.1715521397	1204.4795867833	663.6509065799	3354.9398755694
ENSMUSG00000021749	Oit1				0.3716948056	381.3886558418			22.5737209185				121.4872502144						2.4772474954			128.1326709331	5.5024028473	0.4356992554	27.3385890954	1.6916884556	3.6189480229	
ENSMUSG00000021751	Acox2				0.1934106466	0.2826521132	191.9056529706						0.6236979024	87.1446435847		1.6128013239					68.9357989819							
ENSMUSG00000021756	Il6st									0.2468014338	1.5986548811			0.1734148477					0.1513101644									
ENSMUSG00000021759	Plpp1																							3.131228846				
ENSMUSG00000021760	Gpx8		2.7196079549					0.1444981138		0.7258385978									6.050904644									
ENSMUSG00000021771	Vdac2	508.5316791098	764.9237180104	957.3025548804	470.4481331452	797.7493940435	922.4762786786	502.3951549922	267.4693936529	339.4681367677	313.7290266133	801.6099192894	1444.7573770675	199.3487274082	281.9328177512	700.6318958622	414.6782103467	1913.7378388682	569.5134730889	561.4835995653	340.0795431707	680.5447653987	224.1142418827	530.8127114384	495.2546737531	565.4876634925	266.8610814304	647.6975283884
ENSMUSG00000021772	Nkiras1				12.9920718452	3.5241971492								1.016521228	0.7441746088	2.5736115465					1.0728571038							
ENSMUSG00000021785	Ngly1	2.1885294409	1.683629593	1.0906175018		12.2708751153	5.2347574388		1.3970197812	3.3825432813	0.4920581393	0.1588732604	2.8433129267	3.0473922572	3.2837334392	2.028007325			0.4835279215	0.8261600232				6.2212747343		5.6383720698		6.143331472
ENSMUSG00000021786	Oxsm	10.7961062956	34.5960426739	8.607245244	1.3510540288	2.719448294	39.7686683878		7.2678937405		6.6944626845	11.9606711535	9.0934083442	15.7264126482		6.4075807313		13.0160683697			7.8394063024		1.540470089	10.1354820069				2.1914038462
ENSMUSG00000021792	Fam213a	79.7251994916	723.7267731305	413.1117490373	95.5555665101	17.2729044357	174.0609159143	69.9671736384	55.5417033959	49.9330527114	48.6094337725	7.2193012879	364.5286710189	48.850062918	31.4681242393	186.8486439391	127.6367241147	211.7273385298	447.106094004	18.2706669865	128.1726323904	62.8438399617	1.2412276648	18.1670718976	20.8753459446	13.16386433	430.8022634343	709.9028833255
ENSMUSG00000021794	Glud1	1124.6563326368	818.0736257019	1858.1488848679	1053.5903946449	887.7712923074	2119.888027001	291.8684171122	795.0280336257	252.7946139436	212.4588430875	186.9390780232	820.2028938678	3998.1251187615	601.2225488604	2726.3569548869	733.2380199969	1868.205790546	883.6517354413	1056.6293938016	1957.8923770932	569.4735891076	93.874190861	569.5301705215	460.4230894596	538.5793278085	522.6569234498	960.2887898575
ENSMUSG00000021795	Sftpd														84.1945697413													
ENSMUSG00000021806	Nid2	163.4174211228	182.0623232936	38.2554584409	38.0407806139	13.1690762352	154.2697330553	120.4970817888	178.2316662184	54.3501781963	80.5240378173	83.2849618711	9.6683882131	9.4920699396	125.8221147653	24.1171330039	15.0887323357	16.9727834859	116.211913579	60.8927069104	92.1289775269	217.5062220883	25.991702357	28.4244591117	327.0175806762	107.3769325274	90.5154147693	1181.6296591471
ENSMUSG00000021807	2700060E02Rik	89.3607851298	55.5347338348	131.5666050625	242.131589664	204.2833718238	111.2393776293	36.2403681292	153.8638824572	295.3348134391	94.3119911067	73.7441196266	214.1933852078	64.6557033048	74.1388769985	146.2314407875	253.2540172421	170.1785159779	195.7063069671	191.6840747411	148.1098096031	381.4854005581	36.5460452724	156.9974702866	246.9093626697	297.0527002836	402.1599790383	49.8731178129
ENSMUSG00000021809	Nudt13	2.4860561014	27.4399166957				2.2836675381	2.9577205603			0.6074430772	1.7959307742		0.2719213358	1.3070770554						1.6369010251							
ENSMUSG00000021810	Ecd			0.877400538			1.7446410826	0.4600105227		2.9518308736			0.1029208612	0.4018665644	25.5467348787						0.7304078633			1.1187884639				
ENSMUSG00000021811	Dnajc9	3.5337888744	1.304034468	8.9482184834	0.3326210404	1.813049607	7.4201294639		26.933105244	238.5323624855	23.8145152822	2.5946483657	18.6630220826	0.9950417078	14.827182668	14.3937287961	0.9852868929	7.0233350229	78.3210097695	2.0046942181	0.5834866342	4.9701456592		210.4759606451	13.3651390361	72.7379764163	31.3695146334	
ENSMUSG00000021814	Anxa7	332.6409180662	151.2366948711	133.0540930561	319.3988375602	261.9311859124	207.936024475	21.1875556205	241.4394145465	86.3264494176	138.2991607266	109.5513932899	155.6996231347	129.9217536317	160.882192911	78.4838002718	75.4952331687	179.6494471354	129.0534239002	67.6614469847	86.0554621477	245.6570202172	26.1583735852	215.4206550068	116.6609733437	249.1039912756	339.6984589503	228.8095931519
ENSMUSG00000021822	Plau						1.5878826795																					
ENSMUSG00000021823	Vcl	603.5401925378	308.4704655016	165.275753644	49.8527349249	477.8803262841	579.7766887291	207.2895738996	1354.9108324122	289.2278387456	120.5972242014	164.5299368156	226.8627507529	127.674033348	1996.172073965	134.4635065996	35.2173564147	102.0262520919	1507.234725672	31.0173361302	275.1461068581	263.4711623649	21.8431653924	795.9907802526	676.420220184	189.4517772292	876.3933071608	910.9394350113
ENSMUSG00000021824	Ap3m1	7.5277578731	5.6436766521	13.243922328	5.2328304969	19.1116817917	24.9951447447	1.1227722423	9.3653626402	28.4808816685	4.6320554687	0.6328694699	39.6864596602	9.8887955041	19.151160184	5.1055004172	1.7421935127	73.8785651597	25.9176973661	43.5010937058	4.2960558554	72.2407999446	1.3922453115	25.1594997968	11.6503609134	8.7073370148	24.7395920197	40.9657463214
ENSMUSG00000021831	Ero1l	10.510941854	15.088247199	4.9677130342	2.1904662953	27.6194952645	16.8868076576	2.2947366824	51.849413469	56.7569331298	6.2265140715	0.1702378049	61.7112937412	13.6688389368	27.7339147326	10.0078553847	3.9637847417	5.9684098218	22.6294071135	6.4248527814	14.4542202413	22.7495502298		23.6893321288	7.2795699886	6.7400517936		25.2419739351
ENSMUSG00000021832	Psmc6	100.5951251386	100.6157737979	136.0073312229	61.8658966706	97.2748533902	76.4883684574	42.1434318581	141.0760596012	315.6281765511	56.0126860137	43.1609530111	188.4477782327	74.3038812328	98.6631497504	62.6363155654	60.2355006285	80.1748454954	111.9924260868	36.8128102812	83.9656504043	85.9265146496	12.2037123813	124.0511041612	48.1947562769	174.4002032601	28.0631157142	93.7501699749
ENSMUSG00000021840	Mapk1ip1l	5.9058069794	3.015507627	2.0899982661		1.987973077	15.8190431029				2.8902184849		6.7335282123											10.5463984358			30.0601279698	
ENSMUSG00000021866	Anxa11	45.9068913566	40.6985615235	27.5672827073	15.2071501213	527.6836992519	221.3595489221	99.96806688	110.8241043179	33.3987032151	21.5726853781	20.9092261022	311.8221830445	115.4494867397	127.5780823309	21.4307157044	21.2957683323	20.0891108689	180.320900961	25.3025781664	122.7279264376	294.583561626	36.9852464821	178.5660170683	109.5845015382	141.1110847989	85.1233060405	34.1228171724
ENSMUSG00000021868	Ppif	107.9666190094	129.2254497763	72.8403306429	107.5310018618	371.0218863863	267.5806851462	355.4532998049	412.2687708274	53.9101725662	131.2163515573	1362.4655470903	261.8487232174	222.858825206	58.7278536377	164.7748522351	74.3769461167	78.0208548542	74.3127313286	12.2260367591	204.7082556856	133.1339913411		83.0964334094	210.3418544379	42.2693702497	16.2211140604	44.7613273006
ENSMUSG00000021877	Arf4	51.7143561906	49.6150928449	32.6346791749	4.1653531963	548.0262772709	57.3965157689	0.4150552013	204.1175883948	31.4224710317	3.8011923608		179.8525251659	27.0366124675	23.4440192875	38.0223142291	3.8072245544	12.6416053813	98.4421920601	53.2077991804	10.8334348055	183.9132035332	0.3177339213	57.0762919808	9.6557695553	30.4921841168		47.3937463668
ENSMUSG00000021884	Hacl1	54.6798997018	44.6633864727	29.3320831807	3.0317648814	3.6324050347	560.9239708107	13.8823555715	8.2567891579	6.2970116079	12.5177525571	1.3716800426	21.1147169702	2092.4339163362	25.0221673528	10.3241631915	6.5555506993	6.9093392105	17.029081779	9.3436124008	258.8567706796	7.33630909	4.5721972084	8.4781190768		7.16799159	8.2427251676	47.6828363159
ENSMUSG00000021893	Capn7		0.3778404861	0.6332227073		1.2139714042	0.2954635213	0.4713247282	0.4993124004	0.4473453792	0.3229989869	0.0849781254	1.0214726161		0.6422840351	1.019863856										0.509843701		
ENSMUSG00000021910	Nisch	5.8042701032	1.4799102475	16.6955776618	7.0131569946	5.8206509815	9.9442525746	0.6959585189	8.021311484	22.3795967029	2.5058139585	1.7305334518	5.230496572	3.9069838759	21.7013881844	13.3643317247	19.1840515204	26.1607134115	20.0995920319	2.8460890972	9.4216923367	23.1717453987		12.9817631381	4.0498171133	23.2148497827	4.1210113064	10.8140047325
ENSMUSG00000021917	Spcs1	34.7697822826	57.7951700826	46.1866574715		150.002866062	14.8200993106		1364.2191263456	144.8870263156			219.3756991092	45.0970156036	38.9335795942	19.8402615687			229.7156577665	283.9600657689		436.0456644211		126.38419633	18.2950646685		27.462431289	
ENSMUSG00000021922	Itih4	6.9007572451	30.1995600739	0.5074228354	0.8840910959	2.5302736689	15.7648206842	13.4896114121	2.7243381708	0.7100401198	1.4650097745	33.8875870951	3.3963429122	21.6620374392	134.4700697974	9.2072792558	1.1635613919	0.345831482	175.1580130394	21.388751467	9.9135444577	47.6216554964	0.8864206568	9.4944523777	37.43842078	18.4111371505	302.2215468975	30.689789
ENSMUSG00000021929	Kpna3	19.4100726117	21.3514020065	86.3022522551	16.667161569	69.3325000989	20.3507860274	25.1927526237	63.1745044212	235.5926696982	37.2413343159	12.7180514942	41.9349842868	31.077227129	80.3284774386	67.313772235	24.8064296748	29.1981715987	61.8983326446	11.1845124525	10.4923476745	29.9874361844	11.5597758385	96.6475440885	17.8254308551	117.9162762739	24.603472011	58.834906236
ENSMUSG00000021930	Spryd7												6.2367113424															
ENSMUSG00000021936	Mapk8	0.0540117843		10.4912931891	1.741773716	0.4620401043	0.2554710116	0.1830425809	0.2466365453	3.1623508087	0.0796135726	0.0522909823	2.4680234592	0.2779485127	0.1458327359	6.7637093255	9.8794689612	3.0557505385		0.0613001809				0.3543606311		0.6195401144		0.0639092851
ENSMUSG00000021939	Ctsb	1819.3296913443	2068.4144950809	272.4463134503	234.6402057131	379.913093766	643.3281441901	76.81599704	413.576364499	265.5016730885	222.1229992251	78.0646941963	353.8749471927	502.2686495084	332.9670143419	690.5994347969	218.782547434	580.7755258257	2679.8673786845	130.3475585697	431.8819876127	600.4256610893	82.3761284232	2064.1701947471	388.8961385139	1451.046001167	1310.8356830839	872.8135723079
ENSMUSG00000021945	Zmym2									17.6110356868			1.3624185467						1.5070000489									
ENSMUSG00000021947	Cryl1	51.4018281859	16.9746899859	85.3861583968	18.9206848371	327.2090432133	1140.756272277	14.1451371181	63.9468711916	5.3418959384	31.3500138705	6.9198301833	764.8731271622	81.8217133044	42.3254865627	34.4752924497	16.5663912462	22.7229443483	217.7424513231	15.3290680601	766.1399123553	37.4929796248		65.4681186076	22.6570038564	177.8573202105	27.0316773262	65.739054433
ENSMUSG00000021948	Prkcd	7.3359351289	0.5245793741	9.0066000581	1.518613113	12.315268094	3.5838238185		26.1419002596	5.1431347745	1.4529295793		24.8866170314		11.9404312633	1.060908984	5.7580926024	4.2645700863	18.7548944051	0.5800405365	1.2524876185	14.1386392691		10.5728797168	3.5205324292	12.2847015113	3.8558407476	4.9206510401
ENSMUSG00000021950	Anxa8	0.4828488222				8.7643342644			3.0624287041	8.3068131864	47.7154993298				6.8786510039				6.7248961945	3.2904174333	0.7717562814	4.4927266497		6.5066333655	10.7337143918	103.9699187211	4.5301617065	
ENSMUSG00000021952	Xpo4		0.3322033986	0.1186388128		0.6564233375	0.8455916695		1.2705821219	22.6659796777			0.3125984594	0.0865284278	2.0926391529	0.2072939437			1.2532206399		0.1003221591	0.6798321997				0.1252313353		
ENSMUSG00000021957	Tkt	7162.725163655	8805.3218120672	1542.3604630111	402.4507992026	3066.5206728589	2748.5900213016	232.2189102386	2466.0330141901	2103.3027748778	3128.134749792	185.0449872758	3501.2740614831	2019.1335864573	1771.526771899	1800.969402838	588.5664183613	1290.4723622719	3188.1302268862	854.5793881338	2337.9768879231	2163.7947759742	149.0671428763	2536.221856846	1062.651002396	4797.2286958188	1438.2615750314	10465.0561586383
ENSMUSG00000021962	Dcp1a	3.4389192624	3.3371090524	5.872627442	9.2814115213	11.7959206899	2.2496047366	0.4228148738	3.0583286222	26.4022343815	0.9047557544	0.871115371	12.2584744377	2.0166687235	5.7416434823	3.7618162954	4.9599287905	4.6791967156	1.9963948886	3.046192571	6.222974237	4.0568591267	0.507649029	15.1756002948	8.6043799292	39.4223327611	9.2855800724	
ENSMUSG00000021967	Mrpl57	14.6013083795		51.0745616509		95.1674480666	4.0304636143	27.1620273784	19.571796125	65.9136020181		6.5913078219	52.8082069457	76.704188272		5.3878119697	35.989843053			55.8992038802	156.8926166354			47.3512698291		12.0515745285		
ENSMUSG00000021973	Micu2	1.1656044463				10.794556341			15.8351809889				33.6850403591	1.2336639186	1.5741471265	0.4689937812									4.2236553887			
ENSMUSG00000021981	Cab39l	3.5369836052	8.5639559882	6.3955772919	10.3578712967	3.0289379807	21.0209195109	5.5177777414	15.9714810072	1.6003877191	3.6789916496		5.6759185932	9.9521776949	16.9743531343	7.8845159059	2.6654860457	2.213772166	7.5129406327	0.7296639511	18.7038151034	46.0985463428		1.55764721	3.1342524706	11.1470654134	0.4375248355	
ENSMUSG00000021987	Mtmr6	0.2923873111	0.1779352148	0.5172980166		3.6717533568	0.5118943914	0.2599886993	1.2002158523				1.4015803506	0.6484350239	3.2260902845	0.4859919084		0.389183029	5.7359684808		0.1213676829			3.3717062717				1.841502976
ENSMUSG00000021991	Cacna2d3			0.1239738949														2.0751214454			0.5705186059							
ENSMUSG00000021993	Mipep	1.2586822312	15.5874543295	1.1551788283	5.2685807465	1.3737861275	2.6001040129	1.9237323007		2.2231663776	0.5837658947	3.6763277574	1.9665756994	3.1395898699		3.5477349876			6.3522295573	2.8333717558			1.5042754047	1.3923674908	1.3567253693	4.2882396955	2.6702354725	
ENSMUSG00000021996	Esd	1820.5798033631	193.4386442052	357.5250369591	95.4495733079	520.7977428982	2053.7783856277	89.9344453859	954.4879737452	428.4175507819	224.9713820867	107.416701826	727.6118619208	1954.4015897748	445.378575125	381.9705022163	271.130324341	791.873236322	1273.2150967927	436.8536538728	1722.3780572259	782.5752645498	107.6042963695	371.89763115	624.7359125567	609.3426508942	526.389246267	963.4177634246
ENSMUSG00000021998	Lcp1	132.9577472783	31.9327808703	72.3931526239	12.5149227858	176.5251485009	102.9183218224	26.5479183292	234.2365680505	80.1910260842	31.0778915792	15.4457981287	438.810288149	243.7397358313	646.1219726902	60.0390492825	6.5685792863	27.9872974752	449.7532474474	44.5600070303	113.2342102318	946.1981601768	8.9734437921	4296.1312646479	76.4052414467	1847.1260923577	263.7215392959	305.9728021631
ENSMUSG00000022000	Zc3h13	0.3561846944	0.1370677796	0.7741769453	3.2313554706	2.4474151831	1.1123242604	0.5246903285	2.1938762297	18.4235288417	0.1369258333		0.8252353061	0.0826961528	1.3604377238	0.8648361816	0.2506754427	1.9570827582	11.7483861422	0.3924208203	0.7037441046	7.3714920207			1.3642985219	12.2325352964	1.8572916532	0.6824223329
ENSMUSG00000022008	Gpalpp1	1.5506945086			7.7378630583	2.449811395					0.4288723606				10.8019419125	0.205475263								4.5283447044		10.7810177363	3.9115182221	
ENSMUSG00000022012	Enox1									27.8019074634										15.4240588142		6.2211437915				99.6197869063		
ENSMUSG00000022013	Dnajc15		27.0510953003																									
ENSMUSG00000022020	Naa16		0.3614144297	0.9199756119	1.4331179183		1.3857303797		1.0002205083	10.4400818619	0.547983085		2.6891283809	0.3261776649						1.1304937889	1.2476176108	7.8747415364	0.6176520396	3.1877070263	1.974478245	7.6958429505	1.2483522082	0.8274774662
ENSMUSG00000022024	Sugt1	126.4613318207	78.0855509932	108.8878476152	183.404169675	218.8245946731	122.5148601012	18.3217133908	87.8459158654	651.132469496	45.900926855	25.3897745526	118.1251705345	50.4011659755	129.4214778176	186.729775917	162.2601941046	129.5708216446	253.5635064295	21.8779798045	67.6576551924	74.0533889081	18.0831525748	200.8376875172	131.3351858993	286.0329558014	133.5117736236	82.8769868293
ENSMUSG00000022033	Pbk					0.2264672495				1.6809921988			1.218405898												0.8923042454		1.9126178503	
ENSMUSG00000022035	Ccdc25	13.7652612416	23.2436112124	30.4959881912	39.8498510308	50.0051592346	29.252299779	2.6428904948	47.8878478962	99.369202513	13.7523485037	16.8983609654	116.4548379548	59.8961702758	29.2927990187	28.8730425681	75.2020899609	26.2886273173	39.1957063933	183.96283175	56.4379783951	126.7476213811	15.8209284979	81.6125685271	30.0929545285	181.2908592107	39.723331292	79.5609550598
ENSMUSG00000022037	Clu	165.5009411541	23.0063642593	229.4892750046	485.5386907441	13.8740670048	132.149766825	32.9936830783	1083.4300073262	74.8844064592	60.1491991604	178.1085198089	26.8323938779	32.6600212818	403.7984486344	162.3023973754	475.8637121116	155.0674431723	474.7040767118	883.8033195894	152.0729883022	51.2022980681	85.1059328648	123.6173590418	1414.4091874179	60.8988981641	785.1050820199	182.4361642527
ENSMUSG00000022040	Ephx2	198.0038536426	848.2402348101	61.3348128635	21.6190202554	82.327535679	629.9741356646	147.6797381533	81.1173491079	8.0477409059	103.6709633663	74.5478284032	1000.8611403582	1808.2704277263	23.0987530911	24.6686806264	22.3119981194	87.2465624619	494.3699861584	6.3072822579	260.6480378883	93.0432644376	14.3452124334	38.4690829305	65.1389475577	78.4585765875	10.803537717	628.0734224296
ENSMUSG00000022048	Dpysl2	223.1033249532	91.3400769503	3414.701039175	1958.1794979504	138.9676795979	177.8425820455	35.8944358999	209.3479630811	764.6046110838	645.0188422081	82.7103356917	129.7746695526	64.1509932672	1553.253335261	3107.6855697839	1613.2105012399	3449.1686445152	124.8667911493	10.8738459698	91.0168991349	46.067371594	10.7917368001	208.174828643	36.3535912593	177.863214698	44.1731382837	196.5743632944
ENSMUSG00000022052	Ppp2r2a	257.9119996097	21.6174810546	150.5002466011	133.7364737302	45.1408490412	30.9130351444	30.4515572467	71.2605307107	128.2673308997	31.6984321312	17.0864902491	51.6223778866	18.6384721908	60.0140813567	187.0626063789	170.6853470404	57.5088990533	72.8154938314	7.70099906	19.3363563364	11.9043004902	7.6619214106	25.1681746992	6.2035922047	114.2056963587	20.4627891679	34.826836225
ENSMUSG00000022053	Ebf2									8.6692488584																		
ENSMUSG00000022055	Nefl	51.0656869542	61.6421953293	4867.7190604827	7097.7719068368	20.1672761997	13.8691215041	94.6330936927	41.9682162067	274.7569639284	137.1674371789	23.9013775667	8.5973945189	8.6986188108	33.584176293	10684.5710344857	11540.0709477264	1379.1505000522	31.938094036	10.3526945101	14.1926205927	9.50562625	18.7092958378	11.6955947155	71.1237051583	44.3560188438	14.8300553916	53.2401654557
ENSMUSG00000022057	Adamdec1					1.4348264732							1.1958938836															
ENSMUSG00000022089	Bin3														0.8197182599													
ENSMUSG00000022090	Pdlim2	17.1598709779					102.6680645049				16.3985470461		35.8425532747		155.7995188603	3.7898691486					32.3118481789			176.8812597096			24.9358682902	
ENSMUSG00000022091	Sorbs3	11.0354332965	7.8510618451	0.4573016324	3.3840575415	0.6124213197	19.8690406912	7.2888555446		6.8180010328	1.241081104	3.5379823454	0.439318883	6.4098174775	176.6784918557		2.2475398315		21.7395129772	4.4095434763	14.2232214075	22.8154625557	1.1998751817	4.0571148751	8.7927252177	2.0356318043	8.3968481451	3.8585005564
ENSMUSG00000022094	Slc39a14					0.1781772736							4.7821300542	6.2883349452														
ENSMUSG00000022099	Dmtn	1.8325253182	6.0561403654	101.9100072777	311.2607154265	0.2971807244	118.3091468488			1.5113055448	4.1277391103	2.1561919535			24.3360804474	42.6546010504	152.62989687	43.8260877344		0.5225270089	51.0137973789		0.8843935743	16.6772715557			1.6807308291	11.9652629417
ENSMUSG00000022108	Itm2b		0.5973515819			1.5704016212	0.8586606627		1.1357226729		0.6770631494	0.4687618642	6.9064504633	1.3800298295	2.5908301196	1.1948613581	1.6655419924				1.0700022717							
ENSMUSG00000022110	Sucla2	1331.1331677401	5760.8173352183	1417.2437797915	671.7453925446	574.0062591178	1268.039924595	1788.3744146437	510.0058571272	216.74070434	530.7147638915	2304.1357984044	509.3175960844	552.434479757	445.571212917	2258.0169478127	745.6151776603	1112.1219371847	534.2650291883	187.5055197106	1348.7495719604	447.1349679081	285.097892924	240.1943499342	771.4288617977	451.1935498205	327.8911459438	758.606037109
ENSMUSG00000022111	Uchl3	52.1046689431	116.9100263419	132.3398503869	183.7634686655	87.9914239545	142.340800921	37.744697273	79.5892375205	35.6309731575	67.8563636801	109.1354612001	78.1656757411	39.7447417165	32.8254797583	118.1619460488	69.9092264864	69.6898818206	45.6338276315	255.0787239183	57.6246929208	31.6592934249	43.6746187525	186.0355645989	216.6708462472	214.4296682392	48.4455501674	35.4662351714
ENSMUSG00000022129	Dct										14.2813338922																	
ENSMUSG00000022136	Dnajc3	93.216686201	15.9260255022	20.1335692228	8.5065832484	178.568234452	77.1348665276	11.2129647638	261.4079212939	52.9505051143	6.6018902415	11.485100801	99.7488353418	179.1896695111	125.6502225817	10.3660047353	4.3536652081	5.4816742135	200.2684224759	592.0052189186	94.6124948755	575.5303974378	12.1600174918	52.8940758818	68.0501854373	75.9062634766	41.7071706435	50.0465717824
ENSMUSG00000022139	Mbnl2	8.2190698195	7.9387114139	21.961098835	6.6755955931	23.8536590608	9.7788046814	0.8474863564	12.5207634705	9.7924011607	2.2606495765	1.2933568306	12.8005294817	2.8000843388	11.4826942329	19.3766762825	3.3918840576	14.2388722875	16.9267627274	9.7334378453	4.4473806164	23.7346722905	0.997639917	7.1125068113	6.7469904914	17.7029144709	79.6785056954	
ENSMUSG00000022142	Nup155	3.283071964	2.8812324418	10.8083548262	0.3723954387	8.449169339	4.4057105587	1.3569747089	13.9158994303	26.5425810049	4.4999362815		15.8919831618	5.6384914282	13.0446903603	3.2046818758	0.5696749672	11.5599706963	15.1849920841	1.0239795663	2.212961364	7.2249707016		5.8267949625	0.2975462148	24.171819837	1.6566683244	3.358408955
ENSMUSG00000022148	Fyb	0.0215616543					0.2412063445					0.2213654571	1.0510781904	0.4056694958	14.8104379984	0.0215472064					0.5773851302			56.4599173374		32.472731935	2.2094033787	0.8974372339
ENSMUSG00000022151	Ttc33		1.154107574	2.70893612	2.0208771718	2.7349606133	3.8558396194		1.3256561943				2.1506870372	0.1601574061		1.8643260586	1.2498757809				1.49337574			3.9009666321		1.6606539786		1.1310559233
ENSMUSG00000022157	Mcpt8																							7.2111267542				
ENSMUSG00000022159	Rab2b	6.3290393485	1.1247812145	20.3186512362			0.6346525572		2.4161671538	20.054394537						2.8577061193	3.4188640898										1.6481059367	
ENSMUSG00000022174	Dad1										8.8070980801		22.071142981															
ENSMUSG00000022180	Slc7a8	0.1503329153		0.8830523713			2.0318808703		0.7291829353				13.9756512806															
ENSMUSG00000022186	Oxct1	209.1159604763	566.9296027957	645.1164003985	346.418121642	235.6863595903	1972.9313688905	920.3384143789	225.1831440701	156.3992425857	254.5233542758	633.1510239639	209.8034085558	6.5172150785	134.3870873639	405.6846726253	190.1847989381	904.5435160129	343.2240954885	65.792776412	1386.2728881744	446.1106547346	383.4339176125	222.3377482274	555.64318923	149.4399957127	148.7616055579	542.8088927262
ENSMUSG00000022193	Psmb5	48.2987723526	110.748195754	55.7916686703	169.4795373001	294.2422118794	173.7689490439	54.543039379	81.2436759541	462.0438431161	71.1587075603	36.3166304995	101.1568400485	181.0676603487	68.8857925933	296.4449603153	37.8518452805	296.1438886724	188.4923444804	84.9310775269	45.3283898949	12.8123763862	16.0722867287	59.0623880541	126.801129607	31.6475036774	134.4250949718	82.162764602
ENSMUSG00000022200	Golph3	34.0877767257	21.5145092867	53.1582870031	11.6387721976	203.6401780985	36.8441335691	4.3255810265	169.3222991679	42.6293385671	16.1149803594	6.6487704398	62.2252422272	21.6538212293	47.1784770922	28.9253444978	12.5177578316	8.9824723568	44.6078209954	22.4102913801	36.2283792944	456.4873925356	1.0914487907	27.5770581205	6.7238776231	65.8266897592	3.5948855182	9.6130910733
ENSMUSG00000022201	Zfr			0.5215524186					0.4906689846	5.3790688279			1.3140752672				4.6789455972	0.5170505412			0.2340589153							
ENSMUSG00000022205	Sub1	323.9179142018	150.9401361797	176.8154308554	838.9272128008	249.5465537893	120.0192385184	30.8895264911	191.8949119562	1572.2804629409	448.2642528442	18.1026443393	581.6451382413	90.2844095162	331.7370961314	104.0202174595	201.5359553741	516.294987525	767.7214339307	207.8714335767	61.6643736569	293.8531817979	23.5974926858	2024.0373568532	35.6193888683	3429.707583292	1116.096251386	125.8629617363
ENSMUSG00000022210	Dhrs4	183.3914331564	572.4736027765	54.5277696861	20.7818536076	90.9602044044	371.1246502623	337.7599770691	107.3368184836	37.5199628453	63.9474668424	314.8541930257	452.9974078171	474.1926864867	75.3139675297	28.9764577473	34.1707265912	40.4294101849	41.0228993641	41.8452439484	610.4675965058	270.8506707496	193.3769141474	42.8978488869	47.6370968588	40.1060933174	47.7912959324	152.5782740945
ENSMUSG00000022212	Cpne6			26.6688896456	2.5531786261											13.1004447156		164.1871081637										
